,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
7939,Indonesia,Brand 129,45.0,45.0,0.87,29
7940,Indonesia,Brand 20,75.0,75.0,0.31,29
7941,Indonesia,Brand 223,50.0,50.0,0.82,25
7942,Indonesia,Brand 10,190.0,190.0,0.34,26
7943,India,Brand 0,140.0,140.0,1.24,25
7944,Morocco,Brand 1,133.0,133.0,1.54,32
7945,Austria,Brand 1176,125.0,125.0,0.42,38
7946,France,Brand 7,75.0,75.0,6.25,26
7947,Denmark,Brand 1258,75.0,75.0,3.15,43
7948,Indonesia,Brand 0,150.0,150.0,1.33,32
7949,USA,Brand 506,170.1,170.1,3.52,21
7950,USA,Brand 506,170.1,170.1,3.52,25
7951,Austria,Brand 24,100.0,100.0,2.02,25
7952,Austria,Brand 0,75.0,75.0,4.0,22
7953,Austria,Brand 5,75.0,75.0,2.25,19
7954,Austria,Brand 0,75.0,75.0,3.43,34
7955,Brazil,Brand 0,70.0,70.0,2.84,35
7956,Myanmar,Brand 279,100.0,100.0,1.33,19
7957,Ukraine,Brand 860,75.0,75.0,1.28,21
7958,Netherlands,Brand 5,75.0,75.0,3.63,22
7959,Austria,Brand 0,75.0,75.0,8.23,33
7960,Switzerland,Brand 156,125.0,125.0,1.26,36
7961,Switzerland,Brand 9,50.0,50.0,12.54,33
7962,Italy,Brand 5,75.0,75.0,3.48,31
7963,Brazil,Brand 868,50.0,50.0,1.76,24
7964,Germany,Brand 1259,75.0,75.0,6.48,29
7965,Germany,Brand 91,75.0,75.0,6.48,29
7966,New Zealand,Brand 0,100.0,100.0,2.74,29
7967,New Zealand,Brand 21,170.0,170.0,2.06,30
7968,Turkey,Brand 1242,100.0,100.0,2.39,20
7969,Myanmar,Brand 1,160.0,160.0,0.36,27
7970,Italy,Brand 165,75.0,75.0,5.08,35
7971,France,Brand 21,75.0,75.0,3.25,32
7972,France,Brand 1101,75.0,75.0,6.48,31
7973,Hungary,Brand 1260,50.0,50.0,6.94,18
7974,France,Brand 21,75.0,75.0,8.72,21
7975,Ecuador,Brand 0,75.0,75.0,3.76,34
7976,Ecuador,Brand 0,70.0,70.0,4.13,2
7977,USA,Brand 0,85.05,85.05,5.28,34
7978,India,Brand 0,80.0,80.0,2.04,22
7979,USA,Brand 9,42.53,42.53,6.77,16
7980,USA,Brand 796,119.07,119.07,3.33,27
7981,Ecuador,Brand 725,70.0,70.0,1.94,35
7982,USA,Brand 211,113.4,113.4,5.28,50
7983,USA,Brand 21,226.8,113.4,4.85,32
7984,Czech Republic,Brand 1,75.0,75.0,4.25,33
7985,USA,Brand 0,130.41,130.41,1.87,37
7986,Germany,Brand 847,125.0,125.0,0.57,26
7987,Belgium,Brand 24,75.0,75.0,3.77,31
7988,Czech Republic,Brand 262,75.0,75.0,4.25,32
7989,Argentina,Brand 21,50.0,50.0,6.02,7
7990,New Zealand,Brand 1261,40.0,40.0,5.2,27
7991,Italy,Brand 989,75.0,75.0,1.45,22
7992,Poland,Brand 165,75.0,75.0,5.91,42
7993,UK,Brand 459,75.0,75.0,4.67,24
7994,Mexico,Brand 0,250.0,125.0,1.23,21
7995,China,Brand 979,160.0,160.0,3.05,28
7996,Brazil,Brand 0,90.0,90.0,0.9,19
7997,Germany,Brand 21,75.0,75.0,3.43,25
7998,France,Brand 41,75.0,75.0,8.59,31
7999,France,Brand 1203,75.0,75.0,3.33,21
8000,France,Brand 21,150.0,75.0,6.11,19
8001,Greece,Brand 1,50.0,50.0,7.62,28
8002,Greece,Brand 221,150.0,150.0,2.3,18
8003,Indonesia,Brand 855,50.0,50.0,1.86,27
8004,Indonesia,Brand 20,45.0,45.0,1.24,0
8005,France,Brand 1058,25.0,25.0,25.76,23
8006,South Korea,Brand 1262,50.0,50.0,6.76,20
8007,Singapore,Brand 467,175.0,175.0,0.7,28
8008,Singapore,Brand 0,40.0,40.0,2.85,36
8009,Singapore,Brand 195,120.0,120.0,4.27,29
8010,Argentina,Brand 753,90.0,90.0,6.24,23
8011,China,Brand 1038,150.0,150.0,1.96,23
8012,Morocco,Brand 0,75.0,75.0,3.09,22
8013,Morocco,Brand 203,75.0,75.0,1.51,25
8014,USA,Brand 5,119.07,119.07,2.51,34
8015,USA,Brand 9,121.91,121.91,2.85,27
8016,Saudi Arabia,Brand 1,75.0,75.0,9.13,37
8017,Norway,Brand 409,75.0,75.0,4.84,21
8018,Ukraine,Brand 0,75.0,75.0,2.04,23
8019,Switzerland,Brand 1,75.0,75.0,8.07,32
8020,Austria,Brand 1,75.0,75.0,4.29,28
8021,Austria,Brand 0,75.0,75.0,4.93,14
8022,Mexico,Brand 0,270.0,90.0,0.53,31
8023,Germany,Brand 1263,125.0,125.0,0.35,23
8024,Italy,Brand 1,75.0,75.0,4.35,25
8025,Japan,Brand 20,90.0,90.0,10.48,34
8026,Saudi Arabia,Brand 1,75.0,75.0,4.72,31
8027,USA,Brand 1264,149.97,149.97,3.33,47
8028,Hong Kong - China,Brand 5,120.0,120.0,4.68,25
8029,India,Brand 21,70.0,70.0,3.24,13
8030,Italy,Brand 21,75.0,75.0,4.35,30
8031,China,Brand 1114,220.0,220.0,1.11,29
8032,Singapore,Brand 195,40.0,40.0,1.65,24
8033,Iran,Brand 1265,70.0,70.0,1.06,15
8034,India,Brand 21,80.0,80.0,2.84,21
8035,Morocco,Brand 1266,75.0,75.0,1.13,35
8036,Myanmar,Brand 1267,160.0,160.0,0.97,24
8037,Indonesia,Brand 129,160.0,160.0,0.56,28
8038,India,Brand 0,200.0,200.0,0.72,23
8039,India,Brand 0,100.0,100.0,0.7,18
8040,India,Brand 68,300.0,150.0,0.74,27
8041,Peru,Brand 1268,120.0,120.0,1.93,29
8042,Egypt,Brand 21,100.0,100.0,3.6,21
8043,South Africa,Brand 0,75.0,75.0,3.09,31
8044,Brazil,Brand 935,70.0,70.0,1.8,20
8045,Peru,Brand 0,125.0,125.0,4.18,38
8046,Australia,Brand 0,100.0,100.0,6.82,27
8047,Germany,Brand 1,75.0,75.0,2.17,22
8048,Germany,Brand 983,125.0,125.0,0.57,25
8049,Germany,Brand 0,75.0,75.0,7.2,40
8050,UK,Brand 21,75.0,75.0,4.15,27
8051,UK,Brand 404,50.0,50.0,1.48,23
8052,China,Brand 1269,180.0,180.0,1.44,23
8053,France,Brand 1,50.0,50.0,7.2,29
8054,Ecuador,Brand 1270,100.0,100.0,2.53,23
8055,Germany,Brand 792,100.0,100.0,0.71,18
8056,Czech Republic,Brand 0,75.0,75.0,3.47,24
8057,Czech Republic,Brand 21,75.0,75.0,8.03,22
8058,Turkey,Brand 9,150.0,150.0,4.23,28
8059,Turkey,Brand 969,100.0,100.0,5.64,38
8060,Greece,Brand 21,75.0,75.0,5.87,21
8061,France,Brand 0,150.0,75.0,5.59,20
8062,Sweden,Brand 262,75.0,75.0,9.03,18
8063,Slovakia,Brand 24,75.0,75.0,2.32,32
8064,Denmark,Brand 405,75.0,75.0,6.04,22
8065,Germany,Brand 5,75.0,75.0,2.11,22
8066,France,Brand 9,75.0,75.0,2.55,24
8067,Sweden,Brand 83,125.0,125.0,0.88,18
8068,Sweden,Brand 405,75.0,75.0,5.05,27
8069,Morocco,Brand 1271,80.0,80.0,1.46,0
8070,UAE,Brand 5,75.0,75.0,4.17,22
8071,Norway,Brand 1,75.0,75.0,8.29,33
8072,Norway,Brand 0,75.0,75.0,5.75,29
8073,UK,Brand 93,50.0,50.0,8.78,25
8074,UK,Brand 93,100.0,100.0,5.88,39
8075,India,Brand 0,40.0,40.0,1.38,26
8076,UAE,Brand 1264,125.0,125.0,3.15,23
8077,USA,Brand 5,24.1,24.1,6.18,43
8078,Germany,Brand 64,75.0,75.0,3.63,31
8079,Austria,Brand 243,125.0,125.0,0.6,22
8080,UK,Brand 156,100.0,100.0,1.03,24
8081,China,Brand 973,60.0,60.0,5.28,24
8082,Slovakia,Brand 21,75.0,75.0,2.89,26
8083,Brazil,Brand 26,80.0,80.0,5.75,29
8084,Nigeria,Brand 762,50.0,50.0,4.22,21
8085,Russia,Brand 57,124.0,124.0,1.73,24
8086,France,Brand 1171,75.0,75.0,6.11,19
8087,Vietnam,Brand 1,100.0,100.0,0.66,26
8088,Sri Lanka,Brand 67,100.0,100.0,2.54,12
8089,South Africa,Brand 0,75.0,75.0,1.65,19
8090,Thailand,Brand 1272,40.0,40.0,27.13,13
8091,Poland,Brand 0,75.0,75.0,2.88,24
8092,China,Brand 975,125.0,125.0,3.6,31
8093,Thailand,Brand 20,80.0,80.0,1.55,23
8094,France,Brand 1,75.0,75.0,5.89,33
8095,Romania,Brand 21,50.0,50.0,2.04,21
8096,South Korea,Brand 165,75.0,75.0,10.49,8
8097,Colombia,Brand 5,75.0,75.0,2.87,32
8098,India,Brand 68,340.0,340.0,0.76,25
8099,Austria,Brand 667,75.0,75.0,7.05,27
8100,Austria,Brand 21,75.0,75.0,4.35,25
8101,Morocco,Brand 0,75.0,75.0,4.17,33
8102,Ecuador,Brand 0,100.0,100.0,2.18,25
8103,Malaysia,Brand 21,25.0,25.0,9.92,20
8104,Colombia,Brand 31,20.0,20.0,16.5,35
8105,Vietnam,Brand 249,150.0,150.0,2.08,24
8106,Vietnam,Brand 249,180.0,180.0,0.93,11
8107,Vietnam,Brand 249,200.0,200.0,0.73,17
8108,Vietnam,Brand 249,180.0,180.0,0.93,13
8109,Poland,Brand 0,75.0,75.0,4.2,26
8110,Poland,Brand 24,50.0,50.0,3.14,28
8111,USA,Brand 21,130.41,130.41,1.83,36
8112,Austria,Brand 0,75.0,75.0,2.32,25
8113,France,Brand 5,75.0,75.0,4.35,22
8114,Malaysia,Brand 0,110.0,110.0,2.48,28
8115,Vietnam,Brand 1,400.0,200.0,0.45,27
8116,Brazil,Brand 0,110.0,110.0,3.05,30
8117,Brazil,Brand 0,70.0,70.0,1.27,30
8118,France,Brand 1,75.0,75.0,5.09,29
8119,France,Brand 5,250.0,125.0,3.45,26
8120,Ecuador,Brand 0,75.0,75.0,1.39,21
8121,Brazil,Brand 27,75.0,75.0,11.89,6
8122,UK,Brand 404,100.0,100.0,1.49,26
8123,Argentina,Brand 262,100.0,100.0,4.97,25
8124,Argentina,Brand 0,90.0,90.0,1.63,8
8125,Croatia,Brand 165,75.0,75.0,6.13,29
8126,Germany,Brand 1273,75.0,75.0,7.69,26
8127,Turkey,Brand 21,75.0,75.0,9.57,32
8128,Poland,Brand 0,75.0,75.0,6.11,23
8129,France,Brand 5,150.0,75.0,6.51,25
8130,China,Brand 1274,75.0,75.0,7.56,30
8131,Philippines,Brand 358,141.0,141.0,3.82,35
8132,Egypt,Brand 1275,120.0,120.0,0.88,33
8133,France,Brand 8,75.0,75.0,3.48,38
8134,France,Brand 424,75.0,75.0,1.71,20
8135,Germany,Brand 60,75.0,75.0,1.44,22
8136,Germany,Brand 60,75.0,75.0,1.44,20
8137,Japan,Brand 189,25.0,25.0,56.24,48
8138,Philippines,Brand 10,90.0,45.0,0.77,18
8139,Philippines,Brand 179,290.0,290.0,0.68,32
8140,Philippines,Brand 20,300.0,150.0,1.1,18
8141,Greece,Brand 510,100.0,100.0,7.21,24
8142,Indonesia,Brand 195,225.0,225.0,0.98,25
8143,Indonesia,Brand 0,120.0,120.0,1.55,36
8144,Mexico,Brand 0,133.0,133.0,0.97,30
8145,China,Brand 131,80.0,80.0,6.58,19
8146,USA,Brand 306,113.4,113.4,8.63,28
8147,South Korea,Brand 131,200.0,100.0,3.25,6
8148,France,Brand 21,150.0,75.0,4.29,30
8149,France,Brand 41,150.0,75.0,5.06,31
8150,China,Brand 90,75.0,75.0,16.69,20
8151,Switzerland,Brand 0,225.0,75.0,2.32,20
8152,Hungary,Brand 997,150.0,150.0,0.77,19
8153,India,Brand 0,80.0,80.0,2.14,29
8154,UAE,Brand 21,575.0,575.0,1.99,42
8155,Slovakia,Brand 1,75.0,75.0,5.81,33
8156,Romania,Brand 0,100.0,100.0,2.23,24
8157,Romania,Brand 0,100.0,100.0,2.28,28
8158,Romania,Brand 0,125.0,125.0,0.98,19
8159,Romania,Brand 24,75.0,75.0,2.39,49
8160,UK,Brand 772,60.0,60.0,13.62,18
8161,Singapore,Brand 1276,60.0,60.0,13.9,13
8162,Singapore,Brand 278,100.0,100.0,5.4,21
8163,Saudi Arabia,Brand 0,183.75,183.75,0.96,18
8164,Puerto Rico,Brand 0,113.4,113.4,5.28,28
8165,Poland,Brand 684,75.0,75.0,3.67,19
8166,Nigeria,Brand 762,100.0,100.0,1.57,18
8167,Nigeria,Brand 955,180.0,180.0,0.66,26
8168,Nigeria,Brand 1,75.0,75.0,2.09,24
8169,South Africa,Brand 0,75.0,75.0,2.08,50
8170,South Africa,Brand 0,75.0,75.0,2.08,43
8171,India,Brand 96,100.0,100.0,0.57,13
8172,Italy,Brand 0,75.0,75.0,2.89,24
8173,Spain,Brand 0,75.0,75.0,5.37,14
8174,Hong Kong - China,Brand 953,40.0,40.0,2.48,20
8175,Iran,Brand 1277,80.0,80.0,1.18,28
8176,Austria,Brand 1168,125.0,125.0,0.57,20
8177,Vietnam,Brand 0,200.0,200.0,0.67,23
8178,Morocco,Brand 128,75.0,75.0,5.96,25
8179,Morocco,Brand 1264,75.0,75.0,3.05,50
8180,Netherlands,Brand 1049,100.0,100.0,11.71,27
8181,Netherlands,Brand 506,119.0,119.0,9.02,28
8182,Germany,Brand 1278,75.0,75.0,2.89,29
8183,Egypt,Brand 21,100.0,100.0,3.91,27
8184,Vietnam,Brand 249,160.0,160.0,1.21,13
8185,Austria,Brand 1168,75.0,75.0,0.95,21
8186,Austria,Brand 243,50.0,50.0,2.72,22
8187,Taiwan - China,Brand 162,120.0,120.0,4.32,6
8188,New Zealand,Brand 550,75.0,75.0,3.21,31
8189,Poland,Brand 1279,100.0,100.0,4.52,24
8190,China,Brand 1280,145.0,145.0,3.92,30
8191,Taiwan - China,Brand 441,100.0,100.0,5.74,21
8192,Taiwan - China,Brand 162,280.0,140.0,2.46,4
8193,South Korea,Brand 207,300.0,100.0,1.8,2
8194,Peru,Brand 1281,70.0,70.0,1.9,27
8195,Peru,Brand 853,50.0,50.0,7.56,23
8196,Canada,Brand 1282,92.0,92.0,4.52,22
8197,Brazil,Brand 1283,50.0,50.0,2.42,20
8198,Brazil,Brand 1283,90.0,90.0,2.64,31
8199,Canada,Brand 1282,92.0,92.0,4.52,21
8200,Belgium,Brand 0,75.0,75.0,4.88,25
8201,Greece,Brand 1048,75.0,75.0,4.32,28
8202,UK,Brand 392,75.0,75.0,1.59,19
8203,Australia,Brand 21,170.0,170.0,2.48,30
8204,Czech Republic,Brand 21,100.0,100.0,2.75,27
8205,Nigeria,Brand 1,60.0,60.0,0.82,31
8206,Mexico,Brand 0,110.0,110.0,2.91,41
8207,India,Brand 68,150.0,150.0,1.1,25
8208,Indonesia,Brand 1284,50.0,50.0,0.82,25
8209,Indonesia,Brand 1285,50.0,50.0,0.8,19
8210,Indonesia,Brand 1204,50.0,50.0,0.94,29
8211,Turkey,Brand 0,75.0,75.0,9.04,39
8212,Mexico,Brand 271,75.0,75.0,1.28,26
8213,Nigeria,Brand 21,100.0,100.0,1.71,24
8214,Germany,Brand 9,50.0,50.0,12.86,27
8215,France,Brand 43,125.0,125.0,0.48,37
8216,Czech Republic,Brand 24,75.0,75.0,3.13,24
8217,France,Brand 41,225.0,75.0,3.35,23
8218,China,Brand 1286,180.0,180.0,2.29,22
8219,Switzerland,Brand 36,100.0,100.0,11.71,26
8220,Spain,Brand 780,50.0,50.0,2.18,21
8221,Russia,Brand 1175,75.0,75.0,9.09,19
8222,Morocco,Brand 0,75.0,75.0,3.11,27
8223,France,Brand 1287,150.0,75.0,4.73,27
8224,Greece,Brand 1,75.0,75.0,6.29,33
8225,UK,Brand 971,75.0,75.0,2.56,20
8226,UK,Brand 971,75.0,75.0,2.52,20
8227,Slovakia,Brand 262,75.0,75.0,4.2,32
8228,Colombia,Brand 0,110.0,110.0,7.08,31
8229,Hong Kong - China,Brand 0,113.0,113.0,5.91,45
8230,USA,Brand 211,59.15,59.15,10.13,13
8231,Hong Kong - China,Brand 0,240.0,120.0,2.66,31
8232,France,Brand 21,75.0,75.0,5.89,21
8233,France,Brand 982,75.0,75.0,7.35,24
8234,Austria,Brand 21,75.0,75.0,8.72,20
8235,Taiwan - China,Brand 572,120.0,120.0,2.36,5
8236,Taiwan - China,Brand 2,100.0,100.0,3.94,6
8237,South Korea,Brand 207,150.0,75.0,2.23,7
8238,South Korea,Brand 207,360.0,120.0,2.48,8
8239,South Africa,Brand 0,75.0,75.0,1.68,26
8240,Thailand,Brand 0,120.0,120.0,2.98,26
8241,Canada,Brand 5,75.0,75.0,3.48,32
8242,Ukraine,Brand 21,75.0,75.0,3.52,18
8243,Hong Kong - China,Brand 195,420.0,140.0,1.27,30
8244,South Korea,Brand 1013,150.0,150.0,1.99,21
8245,Singapore,Brand 721,50.0,50.0,10.1,21
8246,Austria,Brand 991,75.0,75.0,4.35,26
8247,Austria,Brand 0,75.0,75.0,4.0,27
8248,Norway,Brand 0,75.0,75.0,3.6,21
8249,Thailand,Brand 1288,40.0,40.0,1.55,24
8250,Greece,Brand 5,75.0,75.0,5.04,31
8251,Italy,Brand 0,75.0,75.0,5.08,21
8252,Germany,Brand 1289,75.0,75.0,6.25,61
8253,Denmark,Brand 0,150.0,75.0,2.23,23
8254,Italy,Brand 716,100.0,100.0,4.31,22
8255,South Africa,Brand 9,50.0,50.0,5.66,27
8256,Colombia,Brand 853,50.0,50.0,4.72,23
8257,Morocco,Brand 1,75.0,75.0,4.27,38
8258,Switzerland,Brand 21,75.0,75.0,10.77,20
8259,Chile,Brand 821,90.0,90.0,2.64,21
8260,Morocco,Brand 322,75.0,75.0,1.97,25
8261,Brazil,Brand 5,75.0,75.0,4.65,32
8262,France,Brand 671,75.0,75.0,1.6,22
8263,Argentina,Brand 25,90.0,90.0,2.79,24
8264,South Africa,Brand 1290,50.0,50.0,10.22,13
8265,Germany,Brand 1257,75.0,75.0,12.36,12
8266,Germany,Brand 950,75.0,75.0,6.83,20
8267,Germany,Brand 1291,30.0,30.0,13.43,7
8268,Philippines,Brand 0,120.0,120.0,1.85,25
8269,Russia,Brand 39,50.0,50.0,5.84,32
8270,Australia,Brand 21,170.0,170.0,1.25,28
8271,Philippines,Brand 0,232.0,232.0,2.07,34
8272,Egypt,Brand 9,297.6,148.8,4.9,42
8273,Portugal,Brand 0,50.0,50.0,5.88,19
8274,UK,Brand 392,100.0,100.0,0.82,21
8275,UK,Brand 506,45.0,45.0,19.8,16
8276,Czech Republic,Brand 1,50.0,50.0,7.34,29
8277,Greece,Brand 1048,75.0,75.0,4.23,27
8278,Mexico,Brand 31,75.0,75.0,2.24,25
8279,India,Brand 215,200.0,200.0,0.92,51
8280,Czech Republic,Brand 0,50.0,50.0,3.2,19
8281,Czech Republic,Brand 1,50.0,50.0,5.5,28
8282,China,Brand 12,120.0,120.0,3.18,27
8283,France,Brand 1203,75.0,75.0,3.33,20
8284,UK,Brand 272,75.0,75.0,16.17,32
8285,France,Brand 5,75.0,75.0,6.61,32
8286,UK,Brand 9,75.0,75.0,3.13,26
8287,Spain,Brand 1237,125.0,125.0,8.65,43
8288,Brazil,Brand 5,70.0,70.0,0.63,6
8289,UK,Brand 1292,60.0,60.0,16.37,25
8290,Poland,Brand 21,50.0,50.0,3.4,17
8291,Poland,Brand 21,125.0,125.0,1.25,21
8292,UK,Brand 459,75.0,75.0,4.67,25
8293,Norway,Brand 405,75.0,75.0,7.93,27
8294,Norway,Brand 444,75.0,75.0,16.73,23
8295,Slovakia,Brand 24,75.0,75.0,2.45,31
8296,Australia,Brand 1293,100.0,100.0,5.53,12
8297,India,Brand 68,56.0,56.0,2.52,23
8298,Slovakia,Brand 982,75.0,75.0,4.35,24
8299,Poland,Brand 1294,75.0,75.0,1.36,21
8300,China,Brand 279,50.0,50.0,10.34,30
8301,China,Brand 309,110.0,110.0,7.78,30
8302,China,Brand 475,60.0,60.0,4.22,20
8303,Turkey,Brand 1295,50.0,50.0,3.92,30
8304,Costa Rica,Brand 0,110.0,110.0,6.22,34
8305,Costa Rica,Brand 0,75.0,75.0,2.63,30
8306,South Africa,Brand 675,110.0,110.0,5.45,22
8307,France,Brand 1010,75.0,75.0,9.93,17
8308,South Africa,Brand 0,75.0,75.0,1.65,34
8309,Germany,Brand 992,25.0,25.0,5.2,27
8310,Puerto Rico,Brand 0,70.88,70.88,1.96,37
8311,Ukraine,Brand 1,75.0,75.0,2.39,56
8312,Turkey,Brand 60,125.0,125.0,0.9,28
8313,Taiwan - China,Brand 789,90.0,90.0,3.06,4
8314,Taiwan - China,Brand 2,100.0,100.0,3.49,7
8315,Nigeria,Brand 1138,90.0,90.0,1.47,28
8316,Nigeria,Brand 5,98.0,98.0,1.54,26
8317,Nigeria,Brand 1,100.0,100.0,1.32,27
8318,Italy,Brand 32,100.0,100.0,3.0,0
8319,South Korea,Brand 131,285.0,285.0,2.76,7
8320,Germany,Brand 1,75.0,75.0,5.75,33
8321,Poland,Brand 0,50.0,50.0,5.68,17
8322,Austria,Brand 232,50.0,50.0,7.74,24
8323,Austria,Brand 329,75.0,75.0,7.2,26
8324,Indonesia,Brand 12,140.0,140.0,1.23,22
8325,Vietnam,Brand 1,230.0,230.0,0.65,22
8326,South Africa,Brand 805,110.0,110.0,0.61,17
8327,South Africa,Brand 303,100.0,100.0,3.94,33
8328,Belgium,Brand 0,50.0,50.0,4.34,20
8329,China,Brand 1296,90.0,90.0,5.47,20
8330,Hong Kong - China,Brand 21,158.7,158.7,2.66,35
8331,Ireland,Brand 272,75.0,75.0,16.0,32
8332,USA,Brand 21,158.76,158.76,1.57,43
8333,USA,Brand 0,170.1,85.05,3.82,31
8334,Poland,Brand 24,75.0,75.0,2.65,25
8335,France,Brand 1,125.0,125.0,2.64,21
8336,China,Brand 1,90.0,90.0,0.38,21
8337,China,Brand 1,130.0,130.0,1.09,24
8338,France,Brand 0,75.0,75.0,6.48,7
8339,Malaysia,Brand 1297,60.0,60.0,27.7,44
8340,Brazil,Brand 1298,100.0,100.0,1.63,2
8341,UK,Brand 165,75.0,75.0,9.91,30
8342,France,Brand 221,150.0,150.0,3.07,16
8343,Sweden,Brand 0,75.0,75.0,8.57,21
8344,Peru,Brand 866,150.0,150.0,2.17,35
8345,Finland,Brand 405,75.0,75.0,4.35,27
8346,Egypt,Brand 0,50.0,50.0,4.36,22
8347,Russia,Brand 1136,25.0,25.0,16.16,5
8348,Brazil,Brand 935,70.0,70.0,4.44,17
8349,Brazil,Brand 436,50.0,50.0,3.46,17
8350,India,Brand 1299,100.0,100.0,0.94,17
8351,Portugal,Brand 524,75.0,75.0,1.44,30
8352,Portugal,Brand 0,75.0,75.0,2.89,23
8353,Netherlands,Brand 262,75.0,75.0,8.57,18
8354,UK,Brand 0,75.0,75.0,7.53,40
8355,India,Brand 21,130.0,130.0,2.07,18
8356,Canada,Brand 5,140.0,140.0,2.14,31
8357,Canada,Brand 5,95.0,95.0,4.53,33
8358,Belgium,Brand 21,75.0,75.0,6.39,18
8359,Belgium,Brand 5,75.0,75.0,4.0,33
8360,Czech Republic,Brand 9,50.0,50.0,11.04,33
8361,Poland,Brand 21,75.0,75.0,2.4,25
8362,Poland,Brand 8,75.0,75.0,2.91,51
8363,UK,Brand 0,100.0,100.0,8.18,23
8364,UK,Brand 0,100.0,100.0,5.95,29
8365,Japan,Brand 143,130.0,130.0,2.4,33
8366,Japan,Brand 143,120.0,120.0,2.6,32
8367,Japan,Brand 143,115.0,115.0,3.97,39
8368,Australia,Brand 0,160.0,160.0,1.63,19
8369,Australia,Brand 902,160.0,160.0,1.6,25
8370,Nigeria,Brand 1,140.0,140.0,0.51,19
8371,Switzerland,Brand 5,150.0,75.0,2.29,27
8372,UK,Brand 0,75.0,75.0,4.96,22
8373,France,Brand 1120,50.0,50.0,1.54,22
8374,Norway,Brand 576,127.6,127.6,10.85,44
8375,UK,Brand 0,50.0,50.0,3.86,17
8376,UK,Brand 21,75.0,75.0,1.99,21
8377,Ecuador,Brand 21,126.5,126.5,2.91,26
8378,China,Brand 1300,60.0,60.0,5.65,24
8379,China,Brand 1301,100.0,100.0,3.39,30
8380,Chile,Brand 1,150.0,50.0,2.39,28
8381,France,Brand 8,225.0,75.0,1.79,31
8382,France,Brand 8,225.0,75.0,1.77,30
8383,France,Brand 8,75.0,75.0,3.39,35
8384,UK,Brand 21,75.0,75.0,1.99,21
8385,Denmark,Brand 0,50.0,50.0,6.78,17
8386,Saudi Arabia,Brand 235,120.0,120.0,2.28,27
8387,Germany,Brand 1,50.0,50.0,2.6,21
8388,Germany,Brand 60,75.0,75.0,0.71,23
8389,Taiwan - China,Brand 165,50.0,50.0,11.52,16
8390,USA,Brand 1302,85.05,85.05,9.39,38
8391,Sri Lanka,Brand 244,45.0,45.0,5.04,30
8392,France,Brand 1,150.0,75.0,2.87,26
8393,Vietnam,Brand 550,100.0,100.0,3.84,16
8394,Vietnam,Brand 1303,120.0,120.0,1.67,7
8395,Canada,Brand 0,95.0,95.0,1.62,19
8396,Hong Kong - China,Brand 499,50.0,50.0,35.3,30
8397,Hong Kong - China,Brand 195,120.0,120.0,4.4,32
8398,Italy,Brand 1,75.0,75.0,4.91,29
8399,Peru,Brand 0,100.0,100.0,3.43,23
8400,UK,Brand 0,75.0,75.0,4.96,26
8401,Argentina,Brand 667,75.0,75.0,10.16,30
8402,Singapore,Brand 195,140.0,140.0,1.99,25
8403,Netherlands,Brand 21,75.0,75.0,4.35,26
8404,Poland,Brand 322,50.0,50.0,2.28,23
8405,France,Brand 128,75.0,75.0,6.55,39
8406,China,Brand 292,110.0,110.0,4.24,27
8407,USA,Brand 699,113.4,113.4,7.05,13
8408,Germany,Brand 15,75.0,75.0,4.29,23
8409,Italy,Brand 394,75.0,75.0,17.47,24
8410,China,Brand 164,48.0,48.0,2.6,24
8411,China,Brand 534,60.0,60.0,3.12,19
8412,Morocco,Brand 41,50.0,50.0,6.88,22
8413,Morocco,Brand 1266,90.0,90.0,1.17,22
8414,France,Brand 21,75.0,75.0,3.23,27
8415,France,Brand 1,75.0,75.0,4.92,30
8416,France,Brand 203,150.0,75.0,1.13,27
8417,Egypt,Brand 5,75.0,75.0,3.45,34
8418,Norway,Brand 510,100.0,100.0,11.05,23
8419,Philippines,Brand 0,120.0,120.0,2.48,25
8420,Morocco,Brand 199,50.0,50.0,6.68,28
8421,Germany,Brand 667,75.0,75.0,5.6,31
8422,Germany,Brand 960,150.0,150.0,2.65,31
8423,Germany,Brand 60,75.0,75.0,0.71,20
8424,Germany,Brand 21,150.0,75.0,2.42,22
8425,France,Brand 90,75.0,75.0,11.19,25
8426,New Zealand,Brand 0,85.0,85.0,9.64,22
8427,France,Brand 1030,30.0,30.0,14.37,19
8428,France,Brand 66,100.0,100.0,5.12,14
8429,France,Brand 215,85.0,85.0,6.29,27
8430,Peru,Brand 0,110.0,110.0,5.86,30
8431,Peru,Brand 0,75.0,75.0,5.07,33
8432,UAE,Brand 1264,100.0,100.0,2.05,37
8433,Belgium,Brand 0,50.0,50.0,4.78,25
8434,China,Brand 24,100.0,100.0,8.48,27
8435,Argentina,Brand 5,102.0,102.0,8.91,31
8436,Vietnam,Brand 0,40.0,40.0,0.78,21
8437,Mexico,Brand 0,125.0,125.0,2.78,33
8438,Belgium,Brand 1,75.0,75.0,3.48,26
8439,Indonesia,Brand 20,75.0,75.0,1.25,29
8440,Canada,Brand 0,85.0,85.0,3.13,40
8441,Morocco,Brand 1,78.0,78.0,1.51,29
8442,UK,Brand 0,50.0,50.0,3.86,20
8443,UK,Brand 1304,75.0,75.0,22.81,34
8444,Indonesia,Brand 1,380.0,190.0,0.69,37
